text,class,__index_level_0__
"A 34-year-old individual, working in the Local-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11472
"A 50-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the Asian-Pac-Islander race, are Male",1,11483
"A 69-year-old individual, working in the ? sector, has an education level of HS-grad. They are Married-civ-spouse, working as ?, and have a Husband relationship.They belong to the White race, are Male",1,11484
"A 43-year-old individual, working in the Private sector, has an education level of Prof-school. They are Married-spouse-absent, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Male",1,11485
"A 50-year-old individual, working in the Federal-gov sector, has an education level of Bachelors. They are Divorced, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Male",1,11494
"A 47-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11513
"A 42-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11514
"A 43-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the Black race, are Male",1,11521
"A 43-year-old individual, working in the Private sector, has an education level of Masters. They are Divorced, working as Exec-managerial, and have a Unmarried relationship.They belong to the White race, are Female",1,11525
"A 27-year-old individual, working in the Self-emp-inc sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11530
"A 40-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Adm-clerical, and have a Wife relationship.They belong to the White race, are Female",1,11537
"A 47-year-old individual, working in the Private sector, has an education level of Prof-school. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11538
"A 42-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,11539
"A 63-year-old individual, working in the Local-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11541
"A 62-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,11545
"A 30-year-old individual, working in the State-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Protective-serv, and have a Husband relationship.They belong to the White race, are Male",1,11554
"A 29-year-old individual, working in the Private sector, has an education level of Bachelors. They are Never-married, working as Sales, and have a Not-in-family relationship.They belong to the White race, are Male",1,11555
"A 57-year-old individual, working in the State-gov sector, has an education level of Doctorate. They are Divorced, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Male",1,11561
"A 41-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,11562
"A 36-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Wife relationship.They belong to the White race, are Female",1,11576
"A 50-year-old individual, working in the Private sector, has an education level of Bachelors. They are Divorced, working as Exec-managerial, and have a Not-in-family relationship.They belong to the White race, are Male",1,11577
"A 41-year-old individual, working in the ? sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as ?, and have a Husband relationship.They belong to the White race, are Male",1,11578
"A 51-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,11582
"A 53-year-old individual, working in the Private sector, has an education level of Bachelors. They are Divorced, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Male",1,11584
"A 40-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,11587
"A 42-year-old individual, working in the Local-gov sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11593
"A 52-year-old individual, working in the Federal-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11596
"A 41-year-old individual, working in the Local-gov sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Wife relationship.They belong to the Asian-Pac-Islander race, are Female",1,11597
"A 47-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11600
"A 46-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Protective-serv, and have a Husband relationship.They belong to the Black race, are Male",1,11604
"A 30-year-old individual, working in the Private sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11606
"A 38-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11610
"A 47-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,11612
"A 59-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Adm-clerical, and have a Other-relative relationship.They belong to the White race, are Female",1,11613
"A 59-year-old individual, working in the Private sector, has an education level of Doctorate. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11615
"A 52-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11616
"A 37-year-old individual, working in the Self-emp-inc sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,11617
"A 51-year-old individual, working in the Private sector, has an education level of Assoc-acdm. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,11619
"A 48-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the White race, are Male",1,11638
"A 39-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the White race, are Male",1,11639
"A 30-year-old individual, working in the Self-emp-inc sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11652
"A 50-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,11657
"A 45-year-old individual, working in the Federal-gov sector, has an education level of Some-college. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11660
"A 42-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11674
"A 41-year-old individual, working in the Self-emp-not-inc sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11680
"A 51-year-old individual, working in the Private sector, has an education level of 11th. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,11685
"A 49-year-old individual, working in the Self-emp-not-inc sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11687
"A 67-year-old individual, working in the Self-emp-inc sector, has an education level of HS-grad. They are Widowed, working as Exec-managerial, and have a Not-in-family relationship.They belong to the White race, are Female",1,11701
"A 26-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11703
"A 38-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the White race, are Male",1,11706
"A 47-year-old individual, working in the Self-emp-not-inc sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Wife relationship.They belong to the White race, are Female",1,11710
"A 36-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,11712
"A 44-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the Black race, are Male",1,11717
"A 44-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11718
"A 61-year-old individual, working in the Self-emp-inc sector, has an education level of Some-college. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,11723
"A 29-year-old individual, working in the Private sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,11725
"A 40-year-old individual, working in the Private sector, has an education level of Assoc-acdm. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11726
"A 37-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,11741
"A 34-year-old individual, working in the Local-gov sector, has an education level of Prof-school. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11744
"A 37-year-old individual, working in the Federal-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the Asian-Pac-Islander race, are Male",1,11747
"A 54-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,11752
"A 45-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11753
"A 69-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11754
"A 57-year-old individual, working in the Self-emp-inc sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11758
"A 35-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11760
"A 51-year-old individual, working in the Local-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11761
"A 46-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the Asian-Pac-Islander race, are Male",1,11764
"A 55-year-old individual, working in the State-gov sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11777
"A 43-year-old individual, working in the State-gov sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11780
"A 49-year-old individual, working in the Local-gov sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the Black race, are Male",1,11781
"A 48-year-old individual, working in the Local-gov sector, has an education level of Prof-school. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11782
"A 38-year-old individual, working in the State-gov sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11784
"A 35-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Adm-clerical, and have a Wife relationship.They belong to the White race, are Female",1,11785
"A 41-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,11797
"A 59-year-old individual, working in the Self-emp-inc sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11798
"A 43-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Adm-clerical, and have a Wife relationship.They belong to the White race, are Female",1,11799
"A 34-year-old individual, working in the Self-emp-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11800
"A 40-year-old individual, working in the Local-gov sector, has an education level of Some-college. They are Married-civ-spouse, working as Adm-clerical, and have a Wife relationship.They belong to the White race, are Female",1,11807
"A 45-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,11809
"A 42-year-old individual, working in the Self-emp-not-inc sector, has an education level of Bachelors. They are Married-civ-spouse, working as Farming-fishing, and have a Husband relationship.They belong to the White race, are Male",1,11814
"A 30-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Sales, and have a Not-in-family relationship.They belong to the White race, are Male",1,11815
"A 50-year-old individual, working in the Local-gov sector, has an education level of Some-college. They are Married-civ-spouse, working as Protective-serv, and have a Husband relationship.They belong to the White race, are Male",1,11824
"A 59-year-old individual, working in the State-gov sector, has an education level of Doctorate. They are Divorced, working as Prof-specialty, and have a Unmarried relationship.They belong to the White race, are Male",1,11826
"A 44-year-old individual, working in the Local-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Protective-serv, and have a Husband relationship.They belong to the White race, are Male",1,11829
"A 48-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Exec-managerial, and have a Not-in-family relationship.They belong to the White race, are Female",1,11831
"A 49-year-old individual, working in the Federal-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11836
"A 42-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11839
"A 49-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11841
"A 35-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11842
"A 35-year-old individual, working in the Local-gov sector, has an education level of Masters. They are Never-married, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Male",1,11847
"A 42-year-old individual, working in the State-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11850
"A 50-year-old individual, working in the Self-emp-not-inc sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Wife relationship.They belong to the White race, are Female",1,11852
"A 52-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Tech-support, and have a Husband relationship.They belong to the Black race, are Male",1,11853
"A 43-year-old individual, working in the Private sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as Farming-fishing, and have a Husband relationship.They belong to the White race, are Male",1,11856
"A 57-year-old individual, working in the Private sector, has an education level of 12th. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the White race, are Male",1,11857
"A 45-year-old individual, working in the Private sector, has an education level of Bachelors. They are Divorced, working as Prof-specialty, and have a Unmarried relationship.They belong to the White race, are Female",1,11866
"A 47-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Tech-support, and have a Husband relationship.They belong to the White race, are Male",1,11870
"A 38-year-old individual, working in the Private sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,11877
"A 44-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,11878
"A 34-year-old individual, working in the Private sector, has an education level of HS-grad. They are Separated, working as Adm-clerical, and have a Not-in-family relationship.They belong to the White race, are Male",1,11884
"A 58-year-old individual, working in the Self-emp-inc sector, has an education level of Some-college. They are Widowed, working as Sales, and have a Not-in-family relationship.They belong to the White race, are Female",1,11890
"A 38-year-old individual, working in the Local-gov sector, has an education level of Assoc-acdm. They are Married-civ-spouse, working as Protective-serv, and have a Husband relationship.They belong to the White race, are Male",1,11896
"A 47-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,11897
"A 57-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11904
"A 45-year-old individual, working in the Local-gov sector, has an education level of Masters. They are Never-married, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Male",1,11906
"A 37-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Exec-managerial, and have a Wife relationship.They belong to the White race, are Female",1,11909
"A 45-year-old individual, working in the State-gov sector, has an education level of Some-college. They are Married-civ-spouse, working as Adm-clerical, and have a Wife relationship.They belong to the Asian-Pac-Islander race, are Female",1,11916
"A 27-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-AF-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,11918
"A 44-year-old individual, working in the Private sector, has an education level of Doctorate. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11919
"A 44-year-old individual, working in the State-gov sector, has an education level of Doctorate. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11920
"A 38-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Exec-managerial, and have a Wife relationship.They belong to the White race, are Female",1,11921
"A 44-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11929
"A 26-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the White race, are Male",1,11930
"A 32-year-old individual, working in the Private sector, has an education level of Assoc-acdm. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,11931
"A 50-year-old individual, working in the Local-gov sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11943
"A 43-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Adm-clerical, and have a Wife relationship.They belong to the White race, are Female",1,11952
"A 44-year-old individual, working in the Self-emp-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11955
"A 49-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Adm-clerical, and have a Wife relationship.They belong to the White race, are Female",1,11957
"A 38-year-old individual, working in the Self-emp-not-inc sector, has an education level of Masters. They are Never-married, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Male",1,11961
"A 51-year-old individual, working in the Federal-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11962
"A 58-year-old individual, working in the Self-emp-inc sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11964
"A 51-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Machine-op-inspct, and have a Husband relationship.They belong to the White race, are Male",1,11969
"A 53-year-old individual, working in the Private sector, has an education level of Bachelors. They are Never-married, working as Other-service, and have a Not-in-family relationship.They belong to the White race, are Male",1,11974
"A 33-year-old individual, working in the Local-gov sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Wife relationship.They belong to the White race, are Female",1,11975
"A 30-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11976
"A 34-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the Asian-Pac-Islander race, are Male",1,11979
"A 46-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,11981
"A 46-year-old individual, working in the Local-gov sector, has an education level of Some-college. They are Married-civ-spouse, working as Protective-serv, and have a Husband relationship.They belong to the White race, are Male",1,11984
"A 43-year-old individual, working in the Local-gov sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Wife relationship.They belong to the White race, are Female",1,11985
"A 61-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the White race, are Male",1,11990
"A 40-year-old individual, working in the Local-gov sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,11999
"A 46-year-old individual, working in the Private sector, has an education level of 12th. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,12004
"A 47-year-old individual, working in the Local-gov sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,12005
"A 32-year-old individual, working in the Federal-gov sector, has an education level of HS-grad. They are Married-civ-spouse, working as Adm-clerical, and have a Wife relationship.They belong to the White race, are Female",1,12012
"A 46-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Wife relationship.They belong to the White race, are Female",1,12015
"A 45-year-old individual, working in the Self-emp-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Other-service, and have a Husband relationship.They belong to the White race, are Male",1,12016
"A 45-year-old individual, working in the Private sector, has an education level of Doctorate. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,12018
"A 42-year-old individual, working in the Self-emp-not-inc sector, has an education level of Prof-school. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,12021
"A 37-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,12022
"A 56-year-old individual, working in the Private sector, has an education level of 10th. They are Married-civ-spouse, working as Other-service, and have a Husband relationship.They belong to the White race, are Male",1,12026
"A 45-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Handlers-cleaners, and have a Husband relationship.They belong to the White race, are Male",1,12030
"A 53-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,12031
"A 39-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,12044
"A 46-year-old individual, working in the Federal-gov sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,12049
"A 36-year-old individual, working in the Self-emp-not-inc sector, has an education level of Prof-school. They are Never-married, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Male",1,12058
"A 36-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the Black race, are Male",1,12060
"A 39-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,12062
"A 48-year-old individual, working in the Self-emp-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,12066
"A 56-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,12083
"A 66-year-old individual, working in the Private sector, has an education level of HS-grad. They are Widowed, working as Sales, and have a Not-in-family relationship.They belong to the White race, are Female",1,12086
"A 52-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Machine-op-inspct, and have a Husband relationship.They belong to the White race, are Male",1,12092
"A 24-year-old individual, working in the ? sector, has an education level of Some-college. They are Never-married, working as ?, and have a Not-in-family relationship.They belong to the Asian-Pac-Islander race, are Male",1,12093
"A 38-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the White race, are Male",1,12099
"A 46-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Other-service, and have a Husband relationship.They belong to the White race, are Male",1,12109
"A 48-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,12110
"A 67-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,12113
"A 36-year-old individual, working in the Private sector, has an education level of Prof-school. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,12114
"A 39-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,12120
"A 35-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,12133
"A 45-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the White race, are Male",1,12139
"A 46-year-old individual, working in the Self-emp-inc sector, has an education level of Prof-school. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,12141
"A 31-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the Black race, are Male",1,12143
"A 33-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Adm-clerical, and have a Wife relationship.They belong to the White race, are Female",1,12148
"A 33-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,12152
"A 33-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Wife relationship.They belong to the White race, are Female",1,12157
"A 35-year-old individual, working in the Private sector, has an education level of HS-grad. They are Divorced, working as Exec-managerial, and have a Unmarried relationship.They belong to the White race, are Female",1,12162
"A 64-year-old individual, working in the Local-gov sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,12163
"A 39-year-old individual, working in the Self-emp-not-inc sector, has an education level of Some-college. They are Never-married, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Male",1,12165
"A 55-year-old individual, working in the Local-gov sector, has an education level of HS-grad. They are Married-civ-spouse, working as Prof-specialty, and have a Other-relative relationship.They belong to the White race, are Female",1,12173
"A 52-year-old individual, working in the State-gov sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Wife relationship.They belong to the Black race, are Female",1,12174
"A 24-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Handlers-cleaners, and have a Husband relationship.They belong to the White race, are Male",1,12179
"A 40-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the White race, are Male",1,12186
"A 25-year-old individual, working in the Private sector, has an education level of 12th. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,12188
"A 48-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Adm-clerical, and have a Wife relationship.They belong to the White race, are Female",1,12190
"A 33-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Divorced, working as Craft-repair, and have a Not-in-family relationship.They belong to the White race, are Male",1,12192
